genome,completeness,contamination,strain_heterogeneity,length,N50
Aluwihare_DNA2_bin.91.fa,98.29,1.28,0.0,1858002,58499
Aluwihare_DNA2_bin.93.fa,98.39,1.21,33.33,1462180,16625
Aluwihare_DNA2_bin.94.fa,60.12,2.34,33.33,3548478,3117
Aluwihare_DNA2_bin.95.fa,25.39,0.0,0.0,598584,2594
Aluwihare_DNA2_bin.97.fa,48.28,8.62,50.0,1471864,3473
Aluwihare_DNA2_bin.98.fa,7.05,0.0,0.0,332059,1946
Aluwihare_DNA2_bin.99.fa,58.27,0.26,100.0,1091052,5865
Aluwihare_DNA6_bin.1.fa,92.14,2.82,53.85,1609714,14438
Aluwihare_DNA6_bin.10.fa,40.77,0.0,0.0,582443,2673
Aluwihare_DNA6_bin.101.fa,34.42,0.0,0.0,1628928,2630
Aluwihare_DNA6_bin.104.fa,53.48,2.24,12.5,2916087,2813
Aluwihare_DNA6_bin.105.fa,19.14,0.0,0.0,740922,2544
Aluwihare_DNA6_bin.107.fa,0.0,0.0,0.0,229845,121192
Aluwihare_DNA6_bin.108.fa,61.05,6.73,0.0,4014338,3276
Aluwihare_DNA6_bin.109.fa,81.42,0.44,0.0,4468700,7815
Aluwihare_DNA6_bin.111.fa,77.54,1.75,50.0,1594128,3901
Aluwihare_DNA6_bin.112.fa,66.0,3.12,37.5,2749060,3249
Aluwihare_DNA6_bin.113.fa,43.28,9.66,75.0,735836,2750
Aluwihare_DNA6_bin.115.fa,18.97,0.0,0.0,468833,2353
Aluwihare_DNA6_bin.118.fa,61.26,3.85,60.0,1868537,3010
Aluwihare_DNA6_bin.12.fa,0.0,0.0,0.0,467226,3941
Aluwihare_DNA6_bin.120.fa,88.0,2.0,25.0,2415465,12360
Aluwihare_DNA6_bin.122.fa,40.86,0.0,0.0,2234031,7202
Aluwihare_DNA6_bin.124.fa,58.12,0.93,100.0,1845853,3403
Aluwihare_DNA6_bin.125.fa,22.45,2.35,0.0,800109,1878
Aluwihare_DNA6_bin.126.fa,0.0,0.0,0.0,213718,4465
Aluwihare_DNA6_bin.127.fa,73.64,2.4,38.46,1380984,4553
Aluwihare_DNA6_bin.128.fa,33.33,0.0,0.0,438848,14320
Aluwihare_DNA6_bin.129.fa,11.4,1.75,100.0,1013025,2158
Aluwihare_DNA6_bin.130.fa,5.85,0.43,0.0,435107,28936
Aluwihare_DNA6_bin.131.fa,46.13,5.24,37.5,2411200,2863
Aluwihare_DNA6_bin.132.fa,36.75,0.82,16.67,1157082,6773
Aluwihare_DNA6_bin.133.fa,8.33,0.0,0.0,637649,35051
Aluwihare_DNA6_bin.134.fa,97.79,0.5,100.0,2195214,192635
Aluwihare_DNA6_bin.136.fa,27.9,0.0,0.0,326325,6862
Aluwihare_DNA6_bin.139.fa,31.14,1.88,0.0,1231148,1488
Aluwihare_DNA6_bin.14.fa,25.63,1.16,0.0,233526,4700
Aluwihare_DNA6_bin.141.fa,84.57,5.98,25.0,1530957,21406
Aluwihare_DNA6_bin.143.fa,28.37,4.31,0.0,423214,8973
Aluwihare_DNA6_bin.144.fa,3.44,0.14,0.0,219058,12993
Aluwihare_DNA6_bin.145.fa,0.0,0.0,0.0,267683,10916
Aluwihare_DNA6_bin.146.fa,77.98,5.25,35.71,1892067,7242
Aluwihare_DNA6_bin.148.fa,20.52,1.72,0.0,332308,3001
Aluwihare_DNA6_bin.149.fa,75.22,1.87,38.46,2850273,17801
Aluwihare_DNA6_bin.15.fa,17.79,0.0,0.0,351697,5917
Aluwihare_DNA6_bin.151.fa,63.79,6.03,75.0,1484047,7633
Aluwihare_DNA6_bin.152.fa,74.71,0.0,0.0,3561564,59721
Aluwihare_DNA6_bin.153.fa,0.0,0.0,0.0,473471,4154
Aluwihare_DNA6_bin.155.fa,0.0,0.0,0.0,451906,10038
Aluwihare_DNA6_bin.157.fa,76.5,0.85,0.0,1481669,9209
Aluwihare_DNA6_bin.158.fa,30.09,0.0,0.0,865361,2394
Aluwihare_DNA6_bin.16.fa,0.0,0.0,0.0,206581,11461
Aluwihare_DNA6_bin.160.fa,90.02,1.43,37.5,2384627,13545
Aluwihare_DNA6_bin.162.fa,84.57,1.11,33.33,3808645,5524
Aluwihare_DNA6_bin.164.fa,85.9,1.93,25.0,2702232,5692
Aluwihare_DNA6_bin.165.fa,79.6,2.3,33.33,2067819,5156
Aluwihare_DNA6_bin.166.fa,46.31,2.25,0.0,471695,6055
Aluwihare_DNA6_bin.167.fa,15.52,0.0,0.0,304197,3147
Aluwihare_DNA6_bin.168.fa,4.17,0.0,0.0,408519,2551
Aluwihare_DNA6_bin.169.fa,48.08,8.97,0.0,2483896,2495
Aluwihare_DNA6_bin.17.fa,52.39,0.99,0.0,532465,9208
Aluwihare_DNA6_bin.170.fa,71.31,1.09,50.0,1913645,8449
Aluwihare_DNA6_bin.171.fa,38.24,1.72,100.0,387900,18423
Aluwihare_DNA6_bin.172.fa,85.36,1.11,75.0,1456935,8354
Aluwihare_DNA6_bin.173.fa,56.68,1.71,0.0,2048497,4143
Aluwihare_DNA6_bin.174.fa,0.0,0.0,0.0,236830,7320
Aluwihare_DNA6_bin.176.fa,41.82,0.91,0.0,573870,142630
Aluwihare_DNA6_bin.179.fa,71.55,1.72,0.0,2171764,6873
Aluwihare_DNA6_bin.18.fa,43.32,2.42,25.0,1192596,3762
Aluwihare_DNA6_bin.181.fa,83.48,2.12,50.0,2331561,7514
Aluwihare_DNA6_bin.183.fa,83.09,6.4,48.72,3914362,13667
Aluwihare_DNA6_bin.184.fa,24.76,0.0,0.0,1224098,2977
Aluwihare_DNA6_bin.185.fa,57.46,1.28,100.0,1118347,6597
Aluwihare_DNA6_bin.188.fa,2.68,0.0,0.0,515750,175668
Aluwihare_DNA6_bin.189.fa,52.64,0.0,0.0,567602,40408
Aluwihare_DNA6_bin.19.fa,15.37,0.0,0.0,360163,43109
Aluwihare_DNA6_bin.191.fa,94.12,0.84,100.0,2939979,71523
Aluwihare_DNA6_bin.192.fa,50.86,0.0,0.0,385367,25946
Aluwihare_DNA6_bin.193.fa,81.96,5.98,0.0,2823069,4395
Aluwihare_DNA6_bin.195.fa,2.11,0.43,0.0,220611,10847
Aluwihare_DNA6_bin.197.fa,94.2,2.99,25.0,2804581,16067
Aluwihare_DNA6_bin.198.fa,0.0,0.0,0.0,242639,17653
Aluwihare_DNA6_bin.2.fa,0.0,0.0,0.0,213335,12356
Aluwihare_DNA6_bin.20.fa,71.37,0.59,0.0,4985214,4991
Aluwihare_DNA6_bin.200.fa,1.73,0.07,100.0,483475,33728
Aluwihare_DNA6_bin.202.fa,71.05,1.75,100.0,4139971,5177
Aluwihare_DNA6_bin.204.fa,82.22,0.96,33.33,1195106,11107
Aluwihare_DNA6_bin.206.fa,84.02,1.28,0.0,2035457,14688
Aluwihare_DNA6_bin.207.fa,0.86,0.0,0.0,295187,205438
Aluwihare_DNA6_bin.209.fa,0.0,0.0,0.0,265834,156243
Aluwihare_DNA6_bin.21.fa,66.67,1.71,0.0,997040,3363
Aluwihare_DNA6_bin.210.fa,78.63,4.02,16.67,1774583,6064
Aluwihare_DNA6_bin.211.fa,43.28,0.0,0.0,813189,3096
Aluwihare_DNA6_bin.212.fa,89.34,2.35,100.0,5129073,10368
Aluwihare_DNA6_bin.214.fa,4.91,0.5,0.0,384091,8370
Aluwihare_DNA6_bin.216.fa,97.09,2.22,0.0,5084154,35192
Aluwihare_DNA6_bin.219.fa,25.15,0.43,0.0,830144,2174
Aluwihare_DNA6_bin.221.fa,56.24,0.0,0.0,630430,12328
Aluwihare_DNA6_bin.223.fa,97.93,0.0,0.0,1891208,60874
Aluwihare_DNA6_bin.224.fa,0.0,0.0,0.0,234579,234579
Aluwihare_DNA6_bin.225.fa,0.0,0.0,0.0,319718,3037
Aluwihare_DNA6_bin.226.fa,97.97,0.84,0.0,1818202,21198
Aluwihare_DNA6_bin.227.fa,78.49,0.66,66.67,2962408,15067
Aluwihare_DNA6_bin.228.fa,50.16,0.0,0.0,1368259,8913
Aluwihare_DNA6_bin.229.fa,56.8,3.92,60.0,2719015,7719
Aluwihare_DNA6_bin.230.fa,0.0,0.0,0.0,202986,163313
Aluwihare_DNA6_bin.231.fa,2.05,0.0,0.0,304891,4137
Aluwihare_DNA6_bin.232.fa,40.76,1.14,0.0,1174050,3149
Aluwihare_DNA6_bin.233.fa,88.05,2.05,0.0,1902021,35284
Aluwihare_DNA6_bin.235.fa,60.23,0.85,0.0,865515,458424
Aluwihare_DNA6_bin.237.fa,36.21,0.0,0.0,596587,3212
Aluwihare_DNA6_bin.238.fa,94.02,1.53,50.0,2223890,40019
Aluwihare_DNA6_bin.240.fa,0.0,0.0,0.0,373566,12332
Aluwihare_DNA6_bin.242.fa,90.19,0.48,25.0,1518456,14934
Aluwihare_DNA6_bin.244.fa,79.57,0.0,0.0,1054226,32524
Aluwihare_DNA6_bin.246.fa,0.47,0.0,0.0,201671,106590
Aluwihare_DNA6_bin.247.fa,73.27,0.71,50.0,2529060,10637
Aluwihare_DNA6_bin.249.fa,89.15,2.14,33.33,2152578,30213
Aluwihare_DNA6_bin.25.fa,0.0,0.0,0.0,213730,5154
Aluwihare_DNA6_bin.251.fa,89.18,4.85,7.14,2127783,7910
Aluwihare_DNA6_bin.252.fa,0.0,0.0,0.0,225097,6121
Aluwihare_DNA6_bin.254.fa,92.21,1.38,0.0,2106279,81449
Aluwihare_DNA6_bin.259.fa,83.96,2.52,20.0,1879604,16215
Aluwihare_DNA6_bin.263.fa,83.12,1.88,0.0,2512675,4873
Aluwihare_DNA6_bin.264.fa,3.51,0.5,0.0,307260,5914
Aluwihare_DNA6_bin.265.fa,0.57,0.0,0.0,372238,28022
Aluwihare_DNA6_bin.266.fa,5.46,0.0,0.0,1644481,5962
Aluwihare_DNA6_bin.269.fa,83.49,7.13,25.0,6006493,6543
Aluwihare_DNA6_bin.27.fa,77.72,4.04,0.0,5073068,8609
Aluwihare_DNA6_bin.270.fa,6.25,6.48,0.0,350250,6438
Aluwihare_DNA6_bin.271.fa,78.96,0.0,0.0,1230503,25542
Aluwihare_DNA6_bin.272.fa,0.0,0.0,0.0,297769,31961
Aluwihare_DNA6_bin.273.fa,88.93,9.5,4.88,1875541,7696
Aluwihare_DNA6_bin.275.fa,0.0,0.0,0.0,425333,12135
Aluwihare_DNA6_bin.277.fa,61.19,0.0,0.0,672334,39120
Aluwihare_DNA6_bin.278.fa,83.33,2.66,30.0,1926435,11054
Aluwihare_DNA6_bin.28.fa,0.0,0.0,0.0,510600,8299
Aluwihare_DNA6_bin.280.fa,86.96,3.85,40.0,2083023,16968
Aluwihare_DNA6_bin.284.fa,79.49,6.07,14.29,1439771,8625
Aluwihare_DNA6_bin.286.fa,75.8,6.32,42.86,3421176,5221
Aluwihare_DNA6_bin.287.fa,0.0,0.0,0.0,793629,2255
Aluwihare_DNA6_bin.289.fa,88.21,5.33,0.0,2154586,3769
Aluwihare_DNA6_bin.290.fa,95.85,1.87,0.0,3204697,44040
Aluwihare_DNA6_bin.291.fa,0.0,0.0,0.0,208287,3451
Aluwihare_DNA6_bin.292.fa,45.45,0.0,0.0,585080,75065
Aluwihare_DNA6_bin.294.fa,3.91,0.0,0.0,368461,37202
Aluwihare_DNA6_bin.296.fa,0.0,0.0,0.0,276039,36595
Aluwihare_DNA6_bin.299.fa,39.37,1.71,25.0,1257783,2704
Aluwihare_DNA6_bin.3.fa,52.56,0.27,100.0,753209,3978
Aluwihare_DNA6_bin.300.fa,8.62,0.0,0.0,205846,2289
Aluwihare_DNA6_bin.301.fa,3.54,0.44,0.0,204163,163624
Aluwihare_DNA6_bin.302.fa,55.03,0.0,0.0,768473,2305
Aluwihare_DNA6_bin.303.fa,68.69,0.0,0.0,954554,5946
Aluwihare_DNA6_bin.304.fa,88.6,1.26,50.0,2458203,9558
Aluwihare_DNA6_bin.306.fa,63.42,8.62,83.33,742644,6181
Aluwihare_DNA6_bin.309.fa,78.53,1.62,71.43,1516851,11586
Aluwihare_DNA6_bin.31.fa,0.0,0.0,0.0,311239,34994
Aluwihare_DNA6_bin.314.fa,27.07,3.45,50.0,2923182,3397
Aluwihare_DNA6_bin.315.fa,12.41,0.0,0.0,217890,1924
Aluwihare_DNA6_bin.316.fa,44.43,0.32,50.0,665025,3214
Aluwihare_DNA6_bin.317.fa,93.92,2.56,25.0,2161735,69514
Aluwihare_DNA6_bin.318.fa,3.16,0.0,0.0,277166,12576
Aluwihare_DNA6_bin.319.fa,0.0,0.0,0.0,224530,2077
Aluwihare_DNA6_bin.321.fa,1.04,0.0,0.0,456007,3471
Aluwihare_DNA6_bin.322.fa,84.63,1.14,50.0,3410377,22478
Aluwihare_DNA6_bin.323.fa,62.36,1.62,80.0,961540,5497
Aluwihare_DNA6_bin.325.fa,63.91,1.14,50.0,991123,4524
Aluwihare_DNA6_bin.327.fa,72.08,4.42,18.18,2795918,4005
Aluwihare_DNA6_bin.328.fa,88.34,0.68,0.0,1654747,29260
Aluwihare_DNA6_bin.33.fa,1.8,0.0,0.0,269890,32241
Aluwihare_DNA6_bin.331.fa,44.83,0.0,0.0,928216,3152
Aluwihare_DNA6_bin.333.fa,68.8,2.99,0.0,2228773,4095
Aluwihare_DNA6_bin.334.fa,0.0,0.0,0.0,331091,6686
Aluwihare_DNA6_bin.335.fa,44.4,0.0,0.0,889537,2534
Aluwihare_DNA6_bin.338.fa,80.22,0.93,100.0,1043090,13692
Aluwihare_DNA6_bin.339.fa,81.01,1.36,66.67,1340827,3835
Aluwihare_DNA6_bin.340.fa,88.74,1.38,0.0,2060879,30295
Aluwihare_DNA6_bin.341.fa,8.33,0.0,0.0,801650,4196
Aluwihare_DNA6_bin.342.fa,23.28,0.0,0.0,513764,2213
Aluwihare_DNA6_bin.343.fa,0.0,0.0,0.0,205930,6271
Aluwihare_DNA6_bin.344.fa,71.21,2.81,36.36,1018662,20075
Aluwihare_DNA6_bin.349.fa,8.33,0.0,0.0,576245,3339
Aluwihare_DNA6_bin.35.fa,73.02,0.0,0.0,1045176,17607
Aluwihare_DNA6_bin.350.fa,44.18,2.39,81.25,2167338,2909
Aluwihare_DNA6_bin.354.fa,25.37,0.0,0.0,439438,2878
Aluwihare_DNA6_bin.355.fa,62.96,0.85,0.0,764886,47917
Aluwihare_DNA6_bin.356.fa,18.56,0.31,0.0,493836,2052
Aluwihare_DNA6_bin.357.fa,50.46,0.46,100.0,504267,40891
Aluwihare_DNA6_bin.358.fa,8.21,0.0,0.0,390559,1903
Aluwihare_DNA6_bin.359.fa,68.66,3.42,20.0,2409551,5601
Aluwihare_DNA6_bin.36.fa,94.73,2.99,25.0,1909363,36740
Aluwihare_DNA6_bin.361.fa,17.65,0.0,0.0,807545,2211
Aluwihare_DNA6_bin.362.fa,62.93,1.72,0.0,3732473,5731
Aluwihare_DNA6_bin.363.fa,19.3,0.0,0.0,203003,4541
Aluwihare_DNA6_bin.365.fa,35.39,2.07,16.67,1886146,2769
Aluwihare_DNA6_bin.367.fa,12.93,0.0,0.0,418084,2268
Aluwihare_DNA6_bin.368.fa,12.5,0.0,0.0,466922,2190
Aluwihare_DNA6_bin.37.fa,42.49,4.31,66.67,1968497,3226
Aluwihare_DNA6_bin.371.fa,26.49,0.0,0.0,783893,2475
Aluwihare_DNA6_bin.373.fa,7.52,1.72,0.0,243360,1910
Aluwihare_DNA6_bin.374.fa,74.38,1.82,23.08,2388201,3292
Aluwihare_DNA6_bin.375.fa,70.69,0.0,0.0,2421262,10911
Aluwihare_DNA6_bin.377.fa,3.51,0.43,0.0,218166,55373
Aluwihare_DNA6_bin.378.fa,22.41,0.0,0.0,874428,2346
Aluwihare_DNA6_bin.379.fa,63.24,0.0,0.0,2545863,11624
Aluwihare_DNA6_bin.38.fa,94.62,0.18,0.0,2359087,58587
Aluwihare_DNA6_bin.380.fa,0.0,0.0,0.0,204216,49817
Aluwihare_DNA6_bin.381.fa,25.31,1.72,0.0,649389,2374
Aluwihare_DNA6_bin.382.fa,46.34,1.98,0.0,809193,4325
Aluwihare_DNA6_bin.383.fa,72.06,2.65,37.5,1018189,6474
Aluwihare_DNA6_bin.384.fa,85.83,1.28,0.0,1805567,6290
Aluwihare_DNA6_bin.386.fa,13.79,0.0,0.0,200886,2478
Aluwihare_DNA6_bin.389.fa,86.32,2.23,0.0,1773517,71576
Aluwihare_DNA6_bin.390.fa,0.0,0.0,0.0,261725,9145
Aluwihare_DNA6_bin.394.fa,0.0,0.0,0.0,204948,42815
Aluwihare_DNA6_bin.395.fa,2.73,0.5,0.0,420604,5565
Aluwihare_DNA6_bin.396.fa,58.99,1.98,0.0,476674,4477
Aluwihare_DNA6_bin.397.fa,5.42,1.75,100.0,450096,4383
Aluwihare_DNA6_bin.398.fa,35.83,0.0,0.0,1717835,2696
Aluwihare_DNA6_bin.399.fa,0.0,0.0,0.0,261206,1907
Aluwihare_DNA6_bin.40.fa,15.6,0.47,0.0,427960,1897
Aluwihare_DNA6_bin.400.fa,51.26,6.32,5.56,930504,12104
Aluwihare_DNA6_bin.401.fa,96.13,0.64,50.0,1923590,46927
Aluwihare_DNA6_bin.402.fa,4.17,0.0,0.0,297519,5456
Aluwihare_DNA6_bin.403.fa,88.37,7.73,31.25,2039286,17240
Aluwihare_DNA6_bin.404.fa,78.61,2.11,83.33,1435925,16330
Aluwihare_DNA6_bin.406.fa,0.0,0.0,0.0,231586,9787
Aluwihare_DNA6_bin.409.fa,70.81,0.0,0.0,801916,4035
Aluwihare_DNA6_bin.41.fa,75.68,3.54,22.22,1336959,7646
Aluwihare_DNA6_bin.410.fa,32.7,3.45,100.0,620619,2769
Aluwihare_DNA6_bin.412.fa,6.9,0.0,0.0,523866,107505
Aluwihare_DNA6_bin.414.fa,87.13,0.18,100.0,1253939,40662
Aluwihare_DNA6_bin.415.fa,89.12,1.28,0.0,2106799,27528
Aluwihare_DNA6_bin.416.fa,93.23,4.7,0.0,2229559,17340
Aluwihare_DNA6_bin.418.fa,70.9,8.49,23.44,3147767,5588
Aluwihare_DNA6_bin.419.fa,0.0,0.0,0.0,308964,19580
Aluwihare_DNA6_bin.42.fa,5.65,0.0,0.0,662541,1863
Aluwihare_DNA6_bin.420.fa,70.91,0.0,0.0,1204064,14173
Aluwihare_DNA6_bin.421.fa,0.0,0.0,0.0,264475,4851
Aluwihare_DNA6_bin.423.fa,0.0,0.0,0.0,202254,8528
Aluwihare_DNA6_bin.425.fa,87.96,0.77,0.0,1956395,6623
Aluwihare_DNA6_bin.427.fa,8.33,0.0,0.0,206563,4036
Aluwihare_DNA6_bin.428.fa,48.92,5.25,0.0,390699,9405
Aluwihare_DNA6_bin.43.fa,72.57,1.84,37.5,1618310,5302
Aluwihare_DNA6_bin.431.fa,88.8,0.09,50.0,1531964,13825
Aluwihare_DNA6_bin.435.fa,24.52,5.89,2.22,1446790,1526
Aluwihare_DNA6_bin.436.fa,0.0,0.0,0.0,222303,5981
Aluwihare_DNA6_bin.437.fa,15.05,0.86,0.0,314824,5409
Aluwihare_DNA6_bin.438.fa,38.09,0.0,0.0,916742,5715
Aluwihare_DNA6_bin.44.fa,81.98,0.9,66.67,1492501,27739
Aluwihare_DNA6_bin.440.fa,33.49,0.0,0.0,225756,14972
Aluwihare_DNA6_bin.46.fa,95.6,2.26,33.33,2611192,60294
Aluwihare_DNA6_bin.49.fa,83.0,1.42,0.0,1819620,4997
Aluwihare_DNA6_bin.5.fa,2.97,0.0,0.0,439923,353731
Aluwihare_DNA6_bin.50.fa,6.5,3.45,0.0,926429,1422
Aluwihare_DNA6_bin.52.fa,4.17,0.0,0.0,1085549,2931
Aluwihare_DNA6_bin.54.fa,31.8,0.0,0.0,396297,3097
Aluwihare_DNA6_bin.55.fa,41.77,4.23,100.0,697625,2486
Aluwihare_DNA6_bin.56.fa,39.35,1.15,100.0,1821503,3218
Aluwihare_DNA6_bin.57.fa,45.3,5.52,75.0,957138,2501
Aluwihare_DNA6_bin.58.fa,28.23,0.0,0.0,475400,2031
Aluwihare_DNA6_bin.59.fa,0.0,0.0,0.0,223967,137065
Aluwihare_DNA6_bin.60.fa,58.26,0.0,0.0,827832,13200
Aluwihare_DNA6_bin.61.fa,22.41,1.72,0.0,741781,2607
Aluwihare_DNA6_bin.63.fa,49.84,3.57,50.0,1179556,2219
Aluwihare_DNA6_bin.65.fa,94.91,0.89,25.0,3023561,84627
Aluwihare_DNA6_bin.67.fa,93.18,1.14,0.0,4654185,26588
Aluwihare_DNA6_bin.68.fa,65.73,1.05,100.0,980839,4511
Aluwihare_DNA6_bin.7.fa,0.0,0.0,0.0,286820,2255
Aluwihare_DNA6_bin.71.fa,92.59,4.14,20.0,2627052,25273
Aluwihare_DNA6_bin.73.fa,20.14,0.0,0.0,872264,3516
Aluwihare_DNA6_bin.75.fa,62.53,4.14,0.0,1925196,3149
Aluwihare_DNA6_bin.76.fa,12.07,0.0,0.0,501775,1952
Aluwihare_DNA6_bin.77.fa,75.11,5.35,0.0,1981324,4317
Aluwihare_DNA6_bin.78.fa,73.28,0.86,100.0,1828184,19180
Aluwihare_DNA6_bin.8.fa,60.5,4.15,0.0,1648532,2764
Aluwihare_DNA6_bin.80.fa,50.1,1.37,66.67,1405007,3703
Aluwihare_DNA6_bin.81.fa,7.02,0.0,0.0,414452,1897
Aluwihare_DNA6_bin.82.fa,40.85,3.97,0.0,1895796,2405
Aluwihare_DNA6_bin.83.fa,29.31,8.62,60.0,1624749,2343
Aluwihare_DNA6_bin.84.fa,1.08,0.0,0.0,572883,3058
Aluwihare_DNA6_bin.86.fa,96.6,2.85,0.0,2077606,13480
Aluwihare_DNA6_bin.89.fa,10.34,0.0,0.0,296358,2378
Aluwihare_DNA6_bin.92.fa,32.6,0.0,0.0,762173,11582
Aluwihare_DNA6_bin.94.fa,0.0,0.0,0.0,214156,4965
Aluwihare_DNA6_bin.95.fa,38.51,4.89,0.0,1748374,1855
Aluwihare_DNA6_bin.96.fa,82.66,1.94,20.0,1600052,12655
Aluwihare_DNA6_bin.97.fa,41.29,0.79,0.0,706961,3053
Aluwihare_DNA6_bin.98.fa,33.67,2.55,7.14,1492681,2497
Aluwihare_DNA6_bin.99.fa,0.0,0.0,0.0,207633,23781
Aluwihare_DNA7_bin.1.fa,83.43,0.26,0.0,1314181,25850
Aluwihare_DNA7_bin.100.fa,34.09,5.17,0.0,1803222,2566
Aluwihare_DNA7_bin.102.fa,4.17,0.0,0.0,265763,38871
Aluwihare_DNA7_bin.104.fa,81.43,0.53,0.0,1180493,12165
Aluwihare_DNA7_bin.105.fa,90.6,2.68,25.0,4004793,6583
Aluwihare_DNA7_bin.106.fa,32.32,2.61,66.67,2563026,2731
Aluwihare_DNA7_bin.107.fa,82.24,0.0,0.0,1427557,31496
Aluwihare_DNA7_bin.108.fa,96.59,1.14,0.0,4782345,28461
Aluwihare_DNA7_bin.109.fa,4.17,0.0,0.0,361253,3245
Aluwihare_DNA7_bin.11.fa,69.54,0.85,0.0,2318025,9506
Aluwihare_DNA7_bin.110.fa,36.08,0.0,0.0,1717843,2610
Aluwihare_DNA7_bin.111.fa,0.0,0.0,0.0,264343,3901
Aluwihare_DNA7_bin.112.fa,31.5,0.0,0.0,365187,6549
Aluwihare_DNA7_bin.113.fa,89.44,0.45,33.33,3468439,22804
Aluwihare_DNA7_bin.114.fa,16.38,1.72,0.0,1188304,4377
Aluwihare_DNA7_bin.119.fa,28.95,0.0,0.0,237430,49023
Aluwihare_DNA7_bin.121.fa,85.01,6.3,0.0,4154936,4846
Aluwihare_DNA7_bin.123.fa,69.54,1.67,80.0,1018724,6503
Aluwihare_DNA7_bin.125.fa,86.5,0.62,66.67,4627703,8729
Aluwihare_DNA7_bin.126.fa,41.04,2.2,0.0,1738127,2834
Aluwihare_DNA7_bin.127.fa,76.77,8.21,7.69,2964063,4278
Aluwihare_DNA7_bin.128.fa,0.0,0.0,0.0,227448,17650
Aluwihare_DNA7_bin.13.fa,45.79,3.92,0.0,1786621,1621
Aluwihare_DNA7_bin.130.fa,0.0,0.0,0.0,341237,16450
Aluwihare_DNA7_bin.131.fa,8.33,0.0,0.0,766581,2328
Aluwihare_DNA7_bin.132.fa,58.63,0.0,0.0,1473902,12759
Aluwihare_DNA7_bin.133.fa,64.98,3.76,12.5,3147906,4735
Aluwihare_DNA7_bin.137.fa,49.76,0.0,0.0,932071,3284
Aluwihare_DNA7_bin.138.fa,11.0,0.0,0.0,521455,2216
Aluwihare_DNA7_bin.14.fa,10.06,0.0,0.0,273707,3301
Aluwihare_DNA7_bin.140.fa,0.0,0.0,0.0,300514,298234
Aluwihare_DNA7_bin.142.fa,67.06,3.85,0.0,1646538,3415
Aluwihare_DNA7_bin.144.fa,61.17,0.98,75.0,1880629,3082
Aluwihare_DNA7_bin.145.fa,3.91,0.0,0.0,364160,67474
Aluwihare_DNA7_bin.146.fa,5.9,0.0,0.0,505014,1864
Aluwihare_DNA7_bin.147.fa,2.58,0.5,0.0,213932,22652
Aluwihare_DNA7_bin.148.fa,75.62,1.86,71.43,2745293,14656
Aluwihare_DNA7_bin.149.fa,84.01,1.8,20.0,1579456,11906
Aluwihare_DNA7_bin.150.fa,88.45,5.04,20.0,2249731,25834
Aluwihare_DNA7_bin.151.fa,1.8,0.0,0.0,277042,29936
Aluwihare_DNA7_bin.153.fa,95.03,3.08,69.23,3379620,23443
Aluwihare_DNA7_bin.154.fa,3.54,0.44,0.0,205313,50935
Aluwihare_DNA7_bin.156.fa,95.13,2.99,20.0,2742469,18020
Aluwihare_DNA7_bin.159.fa,77.83,0.18,100.0,1060622,22635
Aluwihare_DNA7_bin.16.fa,18.97,0.0,0.0,726277,1709
Aluwihare_DNA7_bin.161.fa,92.47,1.25,0.0,2176602,112686
Aluwihare_DNA7_bin.163.fa,78.65,5.99,88.24,1709237,21623
Aluwihare_DNA7_bin.165.fa,61.6,2.61,33.33,1569917,2465
Aluwihare_DNA7_bin.167.fa,6.03,0.0,0.0,453109,3298
Aluwihare_DNA7_bin.168.fa,94.21,0.0,0.0,2035518,54958
Aluwihare_DNA7_bin.17.fa,49.55,0.0,0.0,908688,10869
Aluwihare_DNA7_bin.170.fa,0.0,0.0,0.0,251151,6300
Aluwihare_DNA7_bin.171.fa,4.17,0.0,0.0,319163,12016
Aluwihare_DNA7_bin.173.fa,86.99,5.98,12.5,1497652,21736
Aluwihare_DNA7_bin.175.fa,57.35,0.59,0.0,791441,21723
Aluwihare_DNA7_bin.177.fa,54.17,0.93,0.0,584026,47616
Aluwihare_DNA7_bin.178.fa,0.0,0.0,0.0,221805,74669
Aluwihare_DNA7_bin.18.fa,77.09,7.33,17.65,2270052,4453
Aluwihare_DNA7_bin.180.fa,85.24,1.59,0.0,1952030,11906
Aluwihare_DNA7_bin.182.fa,47.53,0.0,0.0,1265026,8115
Aluwihare_DNA7_bin.184.fa,62.02,0.0,0.0,3412519,11944
Aluwihare_DNA7_bin.185.fa,62.93,0.0,0.0,1746219,8294
Aluwihare_DNA7_bin.186.fa,99.01,0.0,0.0,2952004,204987
Aluwihare_DNA7_bin.187.fa,92.79,1.51,33.33,4095575,5955
Aluwihare_DNA7_bin.188.fa,53.47,2.2,0.0,874341,5810
Aluwihare_DNA7_bin.189.fa,0.0,0.0,0.0,218766,56159
Aluwihare_DNA7_bin.19.fa,7.92,0.0,0.0,454679,1850
Aluwihare_DNA7_bin.190.fa,83.03,4.54,7.14,2751501,6742
Aluwihare_DNA7_bin.191.fa,85.73,1.46,83.33,1514936,16693
Aluwihare_DNA7_bin.192.fa,96.98,0.0,0.0,1897814,62260
Aluwihare_DNA7_bin.193.fa,0.0,0.0,0.0,335700,35265
Aluwihare_DNA7_bin.194.fa,83.8,0.0,0.0,1108901,44335
